,Feature_2368,Feature_2369,Feature_2365,Feature_2372,Feature_2340,Feature_2361,Feature_2343,Feature_1704,Feature_2630,Feature_2641,Feature_2341,Feature_1058,Feature_2300,Feature_1080,Feature_2640,Feature_2530,Feature_2620,Feature_2337,Feature_2840,Feature_854,Feature_2190,Feature_1034,Feature_1036,Feature_2321,Feature_2311,Feature_2540,Feature_1045,Feature_1048,Feature_1012,Feature_2439,Feature_1013,Feature_1611,Feature_2100,Feature_736,Feature_1069,Feature_1070,Feature_2351,Feature_1033,Feature_2191,Feature_1032,Feature_1054,Feature_2196,Feature_1720,Feature_2610,Feature_1022,Feature_2220,Feature_959,Feature_2174,Feature_2643,Feature_2356,Feature_2290,Feature_1923,Feature_968,Feature_662,Feature_985,Feature_675,Feature_2518,Feature_1660,Feature_1000,Feature_2181,Feature_2179,Feature_2598,Feature_2089,Feature_2281,Feature_2362,Feature_1949,Feature_2079,Feature_2571,Feature_2320,Feature_2629,Feature_733,Feature_997,Feature_2911,Feature_2531,Feature_1634,Feature_418,Feature_984,Feature_2067,Feature_948,Feature_1645,Feature_686,Feature_1010,Feature_625,Feature_2132,Feature_1657,Feature_2360,Feature_925,Feature_914,Feature_964,Feature_1550,Feature_988,Feature_639,Feature_1933,Feature_1705,Feature_1960,Feature_2071,Feature_949,Feature_2218,Feature_1693,Feature_2270,Feature_830,Feature_2261,Feature_2591,Feature_385,Feature_936,Feature_858,Feature_2501,Feature_2088,Feature_2877,Feature_659,Feature_2240,Feature_1669,Feature_592,Feature_2325,Feature_944,Feature_1574,Feature_2570,Feature_700,Feature_546,Feature_842,Feature_208,Feature_157,Feature_821,Feature_709,Feature_1681,Feature_1852,Feature_45,Feature_2552,Feature_2770,Feature_954,Feature_1621,Feature_2891,Feature_2511,Feature_386,Feature_974,Feature_815,Feature_841,Feature_2442,Feature_2271,Feature_2235,Feature_2421,Feature_2280,Feature_417,Feature_2481,Feature_1726,Feature_173,Feature_2210,Feature_784,Feature_2631,Feature_817,Feature_2301,Feature_2561,Feature_555,Feature_890,Feature_2330,Feature_2171,Feature_2150,Feature_2151,Feature_901,Feature_2276,Feature_937,Feature_2431,Feature_913,Feature_902,Feature_2141,Feature_892,Feature_806,Feature_2411,Feature_924,Feature_2460,Feature_11,Feature_2490,Feature_2470,Feature_2250,Feature_2331,Feature_2510,Feature_2800,Feature_381,Feature_776,Feature_2205,Feature_803,Feature_1526,Feature_794,Feature_865,Feature_1002,Feature_2111,Feature_2450,Feature_2359,Feature_2788,Feature_1825,Feature_1589,Feature_1514,Feature_2520,Feature_912,Feature_762,Feature_2410,Feature_2358,Feature_1544,Feature_620,Feature_554,Feature_2565,Feature_2287,Feature_888,Feature_2160,Feature_1874,Feature_2468,Feature_889,Feature_2549,Feature_2744,Feature_319,Feature_2092,Feature_2929,Feature_2350,Feature_1496,Feature_461,Feature_2381,Feature_2303,Feature_2135,Feature_2110,Feature_833,Feature_788,Feature_435,Feature_2622,Feature_467,Feature_2420,Feature_2491,Feature_2621,Feature_1601,Feature_2590,Feature_367,Feature_2121,Feature_2691,Feature_2709,Feature_2890,Feature_2826,Feature_481,Feature_2394,Feature_256,Feature_2551,Feature_14,Feature_1556,Feature_2600,Feature_1802,Feature_2255,Feature_2710,Feature_1474,Feature_2529,Feature_930,Feature_2550,Feature_2182,Feature_2401,Feature_2419,Feature_878,Feature_1442,Feature_2230,Feature_2851,Feature_238,Feature_1502,Feature_2560,Feature_876,Feature_2386,Feature_2609,Feature_2479,Feature_2599,Feature_2611,Feature_2440,Feature_2581,Feature_1518,Feature_2323,Feature_2461,Feature_2513,Feature_749,Feature_2349,Feature_2521,Feature_2899,Feature_846,Feature_1582,Feature_1038,Feature_2441,Feature_2654,Feature_2524,Feature_2730,Feature_1030,Feature_2601,Feature_2264,Feature_2482,Feature_581,Feature_2252,Feature_905,Feature_894,Feature_1457,Feature_1412,Feature_2214,Feature_2413,Feature_2430,Feature_590,Feature_2580,Feature_2690,Feature_2097,Feature_1258,Label
1346,0.42,0,0.97,0,0,0,0,0.17,1,0,0,0.04,0,0.81,0,0,0,0.01,0,0.03,0,0.04,0.56,0,0,0,0.04,0.46,0.35,0,0,0.73,0,0.43,0.03,0.05,0,0.1,0,0.02,1,0.33,0.88,0,0.15,0,0.35,1,1,0.01,0,0.57,1,0.85,0.4,0.83,0.52,0.41,0.23,0,0,0.53,0,0,0,0,0,0,0,0,0.43,0.11,0,0,0.82,0.44,0.73,0,0.47,0.48,0.91,0.26,0.61,1,0.05,0,0.13,0.44,0.61,0.5,0.02,0.86,0.63,0.44,0.69,0,0.08,0.55,0.48,0,0.07,0,0,0.13,0.08,1,0,0,0.36,0.72,0,0.52,0.16,0.73,0,0.57,0,0.06,1,0.07,0,0,0,0.61,0.07,0.79,0,1,1,0,0.14,0,0,0.82,0.84,0.23,0.03,1,0,0.49,0,0,0.03,0,1,0,0,0.68,0,0.11,0,0,0.58,0.41,0,0,0,0,0.15,0.43,0.08,0,0.06,0.45,0,0.5,0.2,0,0.41,0,0.36,0,0,0,0,0,1,0,1,0.45,0.11,0.55,0.29,0.48,1,0,0,1,0.35,0.76,0,0.5,0,0.56,0,0,0.51,0,0,0.65,0.66,0.22,0.86,0,0.64,0.66,0.31,0,0,0,0,0.43,1,1,1,0,0,0.44,0,0,1,0.59,1,0.62,0,0,0,0,0,0,1,0,0,0,0.46,0.83,1,0,0,0,0,0,0.03,0.59,0,0,0,1,0,1,1,0,0.47,0.34,0,0,0,0.13,0,0.66,0.88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0.71,0,0,0,1,4
1347,0.42,0,0.97,0,0,0,0,0.17,1,0,0,0.04,0,0.81,0,0,0,0.01,0,0.03,0,0.04,0.56,0,0,0,0.04,0.46,0.35,0,0,0.73,0,0.43,0.03,0.05,0,0.1,0,0.02,1,0.35,0.88,0,0.15,0,0.36,1,1,0.01,0,0.56,1,0.85,0.4,0.83,0.53,0.41,0.23,0,0,0.53,0,0,0,0,0,0,0,0,0.43,0.11,0,0,0.82,0.44,0.73,0,0.49,0.48,0.91,0.26,0.53,0,0.05,0,0.14,0.4,0.59,0.42,0.02,0.87,0.7,0.44,0.69,0,0.08,0.54,0.48,0,0.06,0,0,0.13,0.1,1,0,0,0.36,0.72,0,0.52,0.19,0.7,0,0.51,0,0.06,0,0.06,0,1,0,0.61,0.07,0.8,0,1,0,0,0.14,0,0,0.82,0.84,0.22,0.04,1,0,0.43,0,0,0.03,1,1,0,0,0.65,0,0.11,0,0,0.57,0.46,0,0,0,0,0.14,0.46,0.08,0,0.1,0.45,1,0.59,0.17,1,0.56,0,0.45,0,0,0,0,0,0,0,1,0.39,0.1,0.38,0.21,0.5,1,0,0,1,0.52,0.59,1,0.39,0,0.75,0,0,0.51,1,1,0.43,0.6,0.22,0.84,0,0.45,0.65,0.25,0,1,0,0,0.48,1,0,1,0,0,0.31,0,0,1,0.81,1,0.71,0,1,0,1,0,0,0,0,1,0,0.56,0.62,0,0,0,0,1,0,0.22,0.56,0,0,0,1,0,1,1,0,0.41,0.59,0,0,0,0.61,0,0.63,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0.57,0,0,0,0,4
1348,0.42,0,0.97,0,0,0,0,0.17,0,0,0,0.04,0,0.81,0,0,0,0.01,0,0.03,0,0.04,0.56,0,0,0,0.04,0.46,0.35,0,0,0.74,0,0.43,0.03,0.05,0,0.1,0,0.02,1,0.39,0.88,0,0.15,0,0.39,1,1,0.01,0,0.59,1,0.85,0.4,0.83,0.5,0.41,0.23,0,0,0.53,0,0,0,0,0,0,0,1,0.43,0.11,0,0,0.82,0.44,0.73,0,0.51,0.48,0.91,0.26,0.56,0,0.05,0,0.15,0.3,0.56,0.55,0.02,0.85,0.68,0.44,0.69,0,0.08,0.45,0.48,0,0.05,1,0,0.13,0.11,1,1,0,0.36,0.72,0,0.52,0.13,0.65,0,0.5,0,0.06,1,0.05,0,0,0,0.61,0.07,0.42,0,1,0,0,0.14,0,1,0.82,0.84,0.24,0.04,1,0,0.35,1,0,0.03,0,1,0,0,0.56,0,0.11,0,0,0.83,0.35,0,0,0,1,0.3,0.51,0.1,0,0.22,0.3,1,0.64,0.15,1,0.62,0,0.56,0,0,0,0,0,1,0,1,0.43,0.1,0.36,0.2,0.13,1,0,0,1,0.37,0.69,1,0.56,0,0.76,1,0,0.51,0,0,0.55,0.5,0.22,0.0,0,0.53,0.6,0.38,0,0,0,0,0.52,1,1,1,0,0,0.15,0,1,1,0.88,1,0.84,0,0,0,1,0,0,0,0,1,0,0.55,0.76,0,0,0,0,0,0,0.13,0.5,0,0,0,1,0,1,0,0,0.36,0.13,0,0,0,0.19,0,0.76,0.47,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0.63,0,0,0,1,4
1349,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,0,0.03,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.74,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.38,0.89,0,0.15,0,0.4,1,1,0.01,0,0.61,1,0.5,0.32,0.78,0.45,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,0,0.7,0.26,0,0,0.24,0.21,0.6,0,0.51,0.31,0.54,0.26,0.56,0,0.62,0,0.14,0.3,0.55,0.42,0.04,0.84,0.67,0.79,0.79,1,0.07,0.38,0.31,0,0.05,0,0,0.56,0.13,1,0,0,0.21,0.73,0,0.32,0.09,0.65,0,0.47,0,0.02,0,0.05,0,0,0,0.37,0.77,0.23,0,1,1,0,0.34,1,1,0.41,0.37,0.24,0.05,1,0,0.4,1,0,0.28,0,1,0,1,0.43,0,0.11,0,0,0.94,0.26,0,0,0,1,0.35,0.5,0.09,0,0.22,0.26,1,0.24,0.16,0,0.56,0,0.49,0,1,0,0,0,1,0,0,0.51,0.11,0.37,0.18,0.61,1,0,0,1,0.3,0.24,1,0.55,0,0.54,1,0,0.51,0,0,0.5,0.44,0.47,0.45,0,0.55,0.57,0.47,0,0,0,1,0.52,1,0,0,0,0,0.28,1,1,1,0.87,1,0.8,0,0,0,0,0,0,0,0,0,0,0.49,0.3,0,0,0,0,1,0,0.57,0.52,1,1,0,1,0,1,0,0,0.5,0.77,0,0,0,0.79,0,0.53,0.18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0.63,0,1,0,0,4
1350,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,0,0.04,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.75,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.37,0.89,0,0.15,1,0.42,1,1,0.01,0,0.59,1,0.5,0.32,0.78,0.44,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,0,0.7,0.26,0,0,0.24,0.21,0.6,0,0.5,0.31,0.54,0.26,0.54,0,0.62,0,0.14,0.31,0.52,0.38,0.04,0.85,0.69,0.79,0.79,0,0.07,0.41,0.31,0,0.05,0,0,0.56,0.18,1,0,0,0.21,0.73,0,0.32,0.12,0.66,1,0.48,0,0.02,0,0.05,0,0,0,0.37,0.77,0.5,0,1,0,0,0.34,0,0,0.41,0.37,0.24,0.04,1,0,0.43,1,0,0.28,0,1,0,0,0.34,0,0.1,0,0,0.95,0.45,0,0,0,0,0.31,0.5,0.11,0,0.21,0.3,0,0.12,0.16,0,0.54,0,0.44,0,1,0,0,0,0,0,0,0.48,0.14,0.43,0.16,0.12,1,0,0,1,0.39,0.29,1,0.47,0,0.35,0,0,0.51,1,1,0.57,0.47,0.47,0.07,0,0.5,0.6,0.27,0,0,0,1,0.53,1,1,0,0,0,0.34,0,1,1,0.89,1,0.77,0,0,0,0,0,0,0,0,0,0,0.5,0.34,0,0,0,0,1,0,0.54,0.52,0,0,0,1,0,1,0,0,0.25,0.79,0,0,0,0.41,0,0.7,0.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0.59,0,0,0,0,4
1351,0.42,0,0.97,0,0,0,0,0.19,0,0,0,0.04,0,0.8,0,0,0,0.01,0,0.04,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.74,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.4,0.89,0,0.15,0,0.43,0,1,0.01,0,0.59,1,0.5,0.32,0.78,0.43,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,1,0.7,0.26,0,0,0.24,0.21,0.6,0,0.49,0.31,0.54,0.26,0.55,0,0.62,0,0.15,0.31,0.51,0.47,0.04,0.85,0.68,0.79,0.79,0,0.07,0.42,0.31,0,0.04,1,0,0.56,0.19,1,0,0,0.21,0.73,0,0.32,0.12,0.62,1,0.53,0,0.02,0,0.05,0,0,0,0.37,0.77,0.55,0,1,0,0,0.34,1,0,0.41,0.37,0.25,0.05,1,0,0.38,1,0,0.28,1,1,0,0,0.23,0,0.11,0,0,0.92,0.47,0,0,0,1,0.31,0.53,0.11,1,0.2,0.3,0,0.25,0.15,0,0.55,0,0.57,0,0,0,0,0,1,0,0,0.42,0.19,0.48,0.11,0.63,1,0,0,1,0.38,0.67,0,0.58,0,0.32,0,0,0.51,0,0,0.53,0.39,0.47,0.0,0,0.53,0.59,0.25,0,0,0,1,0.58,1,0,1,0,0,0.25,0,1,1,0.79,1,0.89,0,1,0,0,0,0,0,0,0,0,0.55,0.71,0,0,0,0,0,0,0.16,0.48,0,0,0,1,0,1,0,0,0.39,0.4,0,0,0,0.56,0,0.42,0.64,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0.6,0,0,0,1,4
1352,0.42,0,0.97,0,0,0,0,0.19,0,0,0,0.04,0,0.8,0,0,0,0.01,0,0.03,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.74,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.4,0.89,0,0.15,0,0.43,0,1,0.01,0,0.61,1,0.5,0.32,0.78,0.41,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,1,0.7,0.26,0,0,0.24,0.21,0.6,0,0.47,0.31,0.54,0.26,0.49,0,0.62,0,0.17,0.26,0.5,0.37,0.04,0.84,0.73,0.79,0.79,0,0.07,0.37,0.31,0,0.04,0,0,0.56,0.18,1,0,0,0.21,0.73,0,0.32,0.08,0.63,1,0.43,0,0.02,1,0.05,0,0,0,0.37,0.77,0.34,0,1,0,0,0.34,1,0,0.41,0.37,0.25,0.05,1,0,0.41,0,0,0.28,0,1,0,0,0.06,0,0.11,0,0,0.78,0.45,0,0,0,1,0.37,0.53,0.12,1,0.26,0.24,0,0.37,0.17,0,0.49,0,0.53,0,0,1,0,0,0,0,0,0.5,0.25,0.33,0.11,0.43,1,1,0,1,0.4,0.34,1,0.37,0,0.19,0,0,0.51,1,1,0.78,0.4,0.47,0.11,0,0.34,0.51,0.27,0,1,0,1,0.57,1,0,0,0,0,0.38,0,1,1,0.7,1,0.89,0,0,0,1,0,0,0,0,0,0,0.54,0.38,0,0,0,0,1,0,0.5,0.49,1,0,0,0,0,1,0,1,0.49,0.49,0,0,0,0.72,0,0.52,0.4,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0.47,0,0,0,0,4
1353,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,0,0.03,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.74,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.38,0.89,0,0.15,0,0.44,1,1,0.01,0,0.59,1,0.5,0.32,0.78,0.4,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,0,0.7,0.26,0,0,0.24,0.21,0.6,0,0.45,0.31,0.54,0.26,0.57,0,0.62,0,0.15,0.33,0.48,0.52,0.04,0.85,0.67,0.79,0.79,0,0.07,0.49,0.31,0,0.05,0,0,0.56,0.18,1,0,0,0.21,0.73,0,0.32,0.1,0.66,1,0.51,0,0.02,0,0.05,0,0,0,0.37,0.77,0.57,0,1,0,0,0.34,0,0,0.41,0.37,0.23,0.05,1,0,0.45,0,0,0.28,0,1,0,0,0.05,0,0.11,0,0,0.92,0.23,0,0,0,1,0.32,0.51,0.11,0,0.18,0.29,0,0.43,0.2,0,0.51,0,0.41,0,0,0,0,0,0,0,1,0.52,0.29,0.53,0.14,0.69,1,0,0,1,0.45,0.2,0,0.53,0,0.06,0,0,0.51,1,0,0.42,0.47,0.47,0.04,0,0.59,0.68,0.51,0,1,0,1,0.53,1,0,0,0,0,0.56,0,1,0,0.86,1,0.83,0,0,0,0,0,0,0,0,0,0,0.48,0.25,1,0,0,0,0,0,0.65,0.51,0,1,0,1,0,1,0,1,0.44,0.47,1,0,0,0.83,0,0.0,0.32,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0.64,0,0,0,1,4
1354,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,0,0.03,0,0.03,0.52,0,0,0,0.03,0.48,0.4,0,0,0.72,0,0.41,0.03,0.05,0,0.11,0,0.04,1,0.36,0.89,0,0.15,0,0.45,1,1,0.01,0,0.58,1,0.5,0.32,0.78,0.4,0.45,0.37,0,0,0.55,0,0,0,1,0,0,0,0,0.7,0.26,0,0,0.24,0.21,0.6,0,0.45,0.31,0.54,0.26,0.56,1,0.62,0,0.1,0.34,0.47,0.48,0.04,0.86,0.68,0.79,0.79,0,0.07,0.5,0.31,0,0.05,0,0,0.56,0.24,1,0,0,0.21,0.73,0,0.32,0.12,0.7,1,0.31,0,0.02,1,0.05,0,0,0,0.37,0.77,0.72,0,1,0,0,0.34,0,0,0.41,0.37,0.22,0.04,1,0,0.49,1,0,0.28,0,1,0,0,0.11,0,0.11,0,0,0.94,0.21,0,0,0,0,0.31,0.49,0.11,0,0.17,0.3,0,0.16,0.18,0,0.56,0,0.32,0,0,0,0,1,0,0,1,0.53,0.31,0.4,0.17,0.36,1,0,0,1,0.43,0.21,0,0.52,0,0.02,1,1,0.51,0,0,0.6,0.54,0.47,0.0,0,0.55,0.67,0.52,0,1,0,1,0.49,1,1,0,0,0,0.67,0,1,0,0.87,1,0.75,0,0,0,1,0,0,0,0,0,0,0.46,0.24,1,0,0,0,0,0,0.64,0.53,0,1,0,1,0,1,0,0,0.4,0.43,1,0,0,0.74,0,0.24,0.44,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0.61,0,0,0,1,4
1355,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,1,0.03,0,0.0,0.46,0,0,0,0.05,0.49,0.44,0,0,0.7,0,0.41,0.03,0.05,0,0.15,0,0.07,1,0.33,0.9,0,0.15,0,0.46,1,1,0.01,0,0.56,1,0.8,0.02,0.73,0.41,0.49,0.37,0,0,0.58,0,0,0,0,0,0,0,0,0.23,0.29,0,0,0.6,0.41,0.9,0,0.46,0.08,0.86,0.23,0.58,1,0.16,0,0.09,0.31,0.46,0.56,0.37,0.87,0.65,0.48,0.82,0,0.07,0.53,0.57,0,0.06,0,0,0.18,0.31,1,0,0,0.61,0.45,0,0.14,0.16,0.71,0,0.57,0,0.04,1,0.06,0,0,0,0.59,0.56,0.84,0,1,0,0,0.55,0,0,0.77,0.61,0.2,0.04,1,0,0.53,0,0,0.06,0,0,0,0,0.06,0,0.1,0,0,0.79,0.41,0,0,0,0,0.3,0.46,0.09,0,0.21,0.31,0,0.05,0.2,0,0.57,0,0.23,0,0,0,0,1,0,0,0,0.51,0.3,0.45,0.21,0.11,0,0,0,1,0.41,0.16,1,0.56,0,0.0,1,0,0.51,0,0,0.71,0.53,0.28,0.23,0,0.71,0.68,0.31,0,1,0,0,0.43,1,1,0,0,0,0.76,0,0,1,0.65,1,0.66,0,0,0,0,0,0,0,0,0,0,0.43,0.2,1,0,0,0,0,0,0.68,0.56,0,0,0,1,0,1,0,0,0.56,0.55,0,0,0,0.9,0,0.97,0.51,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0.69,0,0,0,1,4
1356,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,1,0.03,0,0.0,0.46,0,0,0,0.05,0.49,0.44,0,0,0.7,0,0.41,0.03,0.05,0,0.15,0,0.07,1,0.35,0.9,0,0.15,0,0.46,1,1,0.01,0,0.55,1,0.8,0.02,0.73,0.43,0.49,0.37,0,0,0.58,0,0,0,0,0,0,0,0,0.23,0.29,0,0,0.6,0.41,0.9,0,0.48,0.08,0.86,0.23,0.55,1,0.16,0,0.08,0.31,0.45,0.37,0.37,0.89,0.68,0.48,0.82,0,0.07,0.52,0.57,0,0.05,0,0,0.18,0.4,1,0,0,0.61,0.45,0,0.14,0.19,0.68,0,0.48,0,0.04,1,0.06,0,0,0,0.59,0.56,0.88,1,1,0,0,0.55,0,0,0.77,0.61,0.17,0.04,1,0,0.5,0,0,0.06,0,0,0,0,0.01,0,0.08,0,0,0.68,0.5,0,0,0,0,0.28,0.49,0.08,0,0.2,0.32,0,0.17,0.22,0,0.58,0,0.37,0,0,0,0,0,0,0,0,0.44,0.29,0.41,0.21,0.5,0,1,0,1,0.47,0.61,1,0.59,0,0.0,0,0,0.51,0,0,0.54,0.47,0.28,0.53,0,0.51,0.65,0.22,0,1,0,0,0.5,1,1,1,0,0,0.62,0,0,1,0.62,1,0.77,0,0,0,0,0,0,0,0,0,0,0.5,0.63,1,0,0,0,1,0,0.2,0.52,0,0,0,1,0,1,0,0,0.6,0.2,0,0,0,0.17,0,0.94,0.78,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0.6,0,0,0,1,4
1357,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,1,0.04,0,0.0,0.46,0,0,0,0.05,0.49,0.44,0,0,0.69,0,0.41,0.03,0.05,0,0.15,0,0.07,1,0.33,0.9,0,0.15,0,0.48,1,1,0.01,0,0.54,1,0.8,0.02,0.73,0.44,0.49,0.37,0,0,0.58,0,0,0,0,0,0,0,0,0.23,0.29,0,0,0.6,0.41,0.9,0,0.52,0.08,0.86,0.23,0.53,1,0.16,0,0.12,0.3,0.4,0.43,0.37,0.89,0.67,0.48,0.82,0,0.07,0.5,0.57,0,0.06,0,0,0.18,0.55,1,0,0,0.61,0.45,0,0.14,0.22,0.73,0,0.52,0,0.04,1,0.05,0,0,0,0.59,0.56,0.73,0,1,1,0,0.55,0,0,0.77,0.61,0.16,0.04,1,0,0.51,0,0,0.06,0,0,0,0,0.03,0,0.06,0,0,0.6,0.42,0,0,0,0,0.24,0.48,0.09,0,0.22,0.37,0,0.57,0.2,0,0.56,0,0.27,0,0,0,0,0,1,0,0,0.5,0.29,0.52,0.2,0.45,0,0,0,1,0.38,0.15,1,0.5,0,0.08,0,0,0.51,1,0,0.67,0.56,0.28,0.84,0,0.56,0.61,0.3,0,0,0,0,0.43,1,0,0,0,0,0.7,0,0,0,0.63,1,0.67,0,0,0,0,0,0,0,0,0,1,0.45,0.17,1,0,0,0,1,0,0.68,0.53,1,1,0,1,0,1,0,0,0.4,0.86,0,0,0,0.45,0,0.62,0.41,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0.64,0,1,0,1,4
1358,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,1,0.04,0,0.0,0.46,0,0,0,0.05,0.49,0.44,0,0,0.68,0,0.41,0.03,0.05,0,0.15,0,0.07,1,0.3,0.9,0,0.15,0,0.48,1,1,0.01,0,0.52,1,0.8,0.02,0.73,0.45,0.49,0.37,0,0,0.58,0,0,0,0,0,0,0,0,0.23,0.29,0,0,0.6,0.41,0.9,0,0.54,0.08,0.86,0.23,0.52,1,0.16,0,0.1,0.3,0.39,0.52,0.37,0.9,0.67,0.48,0.82,0,0.07,0.52,0.57,0,0.06,0,0,0.18,0.62,1,0,0,0.61,0.45,0,0.14,0.25,0.77,0,0.46,0,0.04,1,0.05,0,0,0,0.59,0.56,0.78,0,1,0,0,0.55,0,0,0.77,0.61,0.13,0.04,1,0,0.54,0,0,0.06,0,0,0,0,0.26,0,0.07,0,0,0.43,0.46,0,0,0,0,0.24,0.45,0.09,0,0.21,0.37,0,0.66,0.21,0,0.55,0,0.19,0,0,0,0,0,0,0,0,0.54,0.26,0.38,0.25,0.42,0,0,0,1,0.42,0.17,0,0.45,0,0.14,1,0,0.51,0,0,0.66,0.65,0.28,0.84,0,0.56,0.64,0.26,0,1,0,0,0.38,1,0,0,0,0,0.71,0,0,0,0.52,1,0.56,0,0,0,0,0,0,0,0,0,1,0.41,0.18,1,0,0,0,0,0,0.66,0.56,0,1,0,1,0,1,0,0,0.42,0.45,0,0,0,0.7,0,0.74,0.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0.64,0,0,0,1,4
1359,0.42,0,0.97,0,0,0,0,0.19,1,0,0,0.04,0,0.8,0,0,0,0.01,1,0.03,0,0.0,0.46,0,0,0,0.05,0.49,0.44,0,0,0.68,0,0.41,0.03,0.05,0,0.15,0,0.07,1,0.33,0.9,0,0.15,0,0.48,1,1,0.01,0,0.52,1,0.8,0.02,0.73,0.45,0.49,0.37,0,0,0.58,0,0,0,0,0,0,0,0,0.23,0.29,0,0,0.6,0.41,0.9,0,0.54,0.08,0.86,0.23,0.52,1,0.16,0,0.1,0.3,0.39,0.52,0.37,0.9,0.67,0.48,0.82,0,0.07,0.52,0.57,0,0.05,0,0,0.18,0.62,1,0,0,0.61,0.45,0,0.14,0.25,0.72,0,0.46,0,0.04,1,0.05,0,0,0,0.59,0.56,0.78,1,1,0,0,0.55,0,0,0.77,0.61,0.11,0.04,1,0,0.5,0,0,0.06,0,0,0,0,0.58,0,0.04,0,0,0.43,0.46,0,0,0,0,0.24,0.49,0.09,0,0.21,0.37,0,0.66,0.19,0,0.55,0,0.38,0,0,0,0,0,0,0,1,0.47,0.27,0.38,0.18,0.42,0,0,0,1,0.42,0.7,0,0.45,0,0.14,0,0,0.51,0,0,0.66,0.56,0.28,0.84,0,0.56,0.64,0.26,0,1,0,0,0.45,1,1,1,0,0,0.44,0,0,0,0.61,1,0.71,0,0,0,0,0,0,1,0,0,1,0.47,0.77,1,0,0,0,0,0,0.11,0.52,0,0,0,1,0,1,1,0,0.42,0.53,0,0,0,0.56,0,0.74,0.81,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0.64,0,0,0,1,4
